,ARTIST,ALBUM TITLE,Box #,Notes,Double,Type of Double
8546,"Morrison, Van",Sense Of Wonder,,,,
8547,"Prime Movers, The",Matters Of Time,,,,
8548,"Associates, The",Perhaps,,Only 1 side recorded?,,
8549,"Jones, Howard",The Twelve Inch Album,,,,
8550,"Moses, Pablo",Tension,,,,
8551,Book Of Love,Book Of Love,,,,
8552,"Salant, Norman",Sax Talk,,,,
8553,"Invertibrates, The",Lets Have Fun,,,,
8554,Grandmaster Flash,They Said It Couldn't Be Done,,,,
8555,"Thompson, Richard",Across A Crowded Room,,,,
8556,Plasticland,Pink Dust,,,,
8557,"Jet Black Berries, The",Sundown On Venus,,Only 1 side of LP #2 recorded?,X,1/2
8559,"Cooder, Ry","Paris, Texas Original Motion Pictu",,,,
8560,Chinatown,The Two Ton Machine,,,,
8563,Toure Kunda,Live,,"Also included: ""New Africa""",,
8564,"Offs, The",First Record,,,,
8566,"Isaak, Chris",Silvertone,,,,
8567,Blackouts,Lost Soul's Club,,,,
8568,Uncle Bonsai,A Lonely Grain Of Corn,,,,
8569,His Master's Voice,Missionary,,,,
8570,Fade To Black,Corridors Of Gender,,,,
8571,"Blasters, The",Hard Line,,,,
8572,"Armatrading, Joan",Secret Secrets,,,,
8573,"Stranglers, The",Aural Sculpture,,,,
8574,"Jagger, Mick",She's The Boss,,,,
8575,Sade,Diamond Life,,,,
8576,Jason And The Scorchers,Lost And Found,,,,
8579,Flesh For Lulu,Flesh For Lulu,,,,
8580,"Red Lorry, Yellow Lorry",Talk About The Weather,,,,
8581,Yello,Stella,,,,
8582,Prince,Jesse Johnson's Revue,,,,
8583,"Parachute Club, The",At The Feet Of The Moon,,,,
8584,Tupelo,Chain Sex,,,,
8585,Radio Tokyo,Radio Tokyo Tapes 3,,,,
8586,Various,Desperate Teenage Lovedolls (Soundtrack),,,,
8587,Tik Tok,Intolerance,,,,
8588,Tears For Fears,Songs From The Big Chair,,,,
8589,"Thought, The",The Thought,,,,
8590,Katrina And The Waves,Katrina And The Waves,,,,
8591,La Danza,La Danza,,,,
8592,"Gabriel, Peter",Birdy,,,,
8593,"Carlos, Don",Just A Passing Glance,,,,
8594,Reggae Greats,Black Uhuru,,,,
8595,Reggae Greats,Third World,,,,
8596,Swans,I Crawled Raping A Slave,,,,
8597,"Moyet, Alison",Alf,,,,
8599,"Drongos, The",Small Miracles,,,,
8600,Scraping Foetus Off The Wheel,Hole,,"Also included: ""Scraping Fetus Off the Wheel"" (Self-titled)",,
8602,November Group,Work That Dream,,,,
8603,Bangah,Bangah,,,,
8604,What If,It Be What It Be,,,,
8605,"Rave-Ups, The",Class Tramp,,,,
8606,Half Japanese,See No Evil,,,,
8607,Cosmetic With Jamaaladeen Tacuma,So Tranquilizin',,,,
8608,"Jive Five, The",Way Back,,,,
8610,"Eurythmics, The",Julia/Ministry Of Love,,,,
8611,Ronald Shannon Jackson And The De,Decode Yourself,,,,
8612,Various,Peace War,,,X,1/2
8613,Various,Porky's Revenge,,,,
8614,Various,Into The Night (Soundtrack),,,,
8615,Poison 13,Poison 13,,,,
8616,"Fleck, Bela With The New Grass Rev",Deviation,,,,
8617,"Phillips, Utah",We Have Fed You All A Thousand Years,,,,
8618,"Sighs, The",The Sighs,,,,
8619,"Cold Cuts, The",Meat The Cold Cuts,,,,
8620,"Marshall, Mike",Gator Strut,,,,
8621,"Bush, Sam",Late As Usual,,,,
8622,"Whitstein Brothers, The",Rose Of My Heart,,,,
8623,Various,Out Of The Blue,,,,
8624,Various,Mini Hits Of Minneapolis,,,,
8625,"Clapton, Eric",Behind The Sun,,,,
8626,"Mccaslin, Mary",The Best Of,,,,
8627,Meat Puppets,Up On The Sun,,,,
8628,"Elvis Brothers, The",Adventure Time,,,,
8630,Lime Spiders,Slave Girl,,,,
8631,"Beasts Of Bourbon, The",The Axeman's Jazz,,,,
8632,Doo Blan Tant,Rhythm Method,,,,
8633,"Sisters Of Mercy, The",First And Last And Always,,,,
8634,"O'keefe, Danny",The Day To Day,,,,
8635,Vicious Pink,Fetish,,,,
8636,Giampiero And Giancarlo Bigazzi,Fuzz Dance,,,,
8637,Radio Alarm Clocks,Wake Me When It's Over,,,,
8638,Figures,In A Chalk Circle,,,,
8639,"Moraz, Patrick",Future Memories Ii,,,,
8640,Bonzo Goes To Washington,Bonzo,,"First side was recorded at 33 rpm instead of 45 rpm, so there are 3 waveforms total. The first one needs to be deleted.",,
8642,"Nomads, The",Outburst,,,,
8643,"Hitchcock, Robin And The Egyptians",Fegmania,,,,
8644,Man Sized Action,Five Story Garage,,,,
8645,"Jazz Butcher, The",The Gift Of Music,,,,
8647,"Sound, The",Heads And Hearts,,,,
8648,Burning Spear,Resistance,,,,
8649,Miracle Legion,The Backyard,,,,
8651,"Flies, The",Get Wise,,,,
8652,"Sickee Boys, The",Uh Oh. No Breaks!,,,,
8653,Various,Speed Trials,,,,
8654,George Thorogood And The Destroye,Maverick,,,,
8655,Vangelis,Mask,,,,
8656,"Trash, Twang And Thunder",Big Guitars From Texas,,,,
8657,Various,"Fast Folk, Vol. 1, No. 9",,,,
8658,Drop Everything,Lady Pank,,,,
8660,Santana,Beyond Appearances,,,,
8661,"Elvis Brothers, The",Don't Take My Guns Away,,,,
8662,Third World,Sense Of Purpose,,,,
8663,Moose And The Mudbugs,Milk Crate Takeover,,,,
8664,"Rangehoods, The",Rough Town,,,,
8665,"Vega, Suzanne",Suzanne Vega,,,,
8666,Various,More Mondo,,,,
8667,Department Store Santas,Department Store Santas,,,,
8668,"Three O'clock, The",Arive Without Travelling,,,,
8669,"Minutemen, The",Project Mersh,,,,
8670,Tom Petty And The Heartbreakers,Southern Accents,,,,
8671,Graham Parker And The Shot Steady,Self-Titled,,,,
8672,"Myers, Sam And Anson Funderburgh",My Love Is Here To Stay,,,,
8673,"Lords, The",The Method To Our Madness,,,,
8674,Go Go Crankin',Paint The White House Black,,,,
8675,"Jones, Howard",Dream Into Action,,,,
8676,Data,Opera Electronica,,,,
8677,Doppelganger,Communication Breakdown,,,,
8678,Eurogliders,This Island,,,,
8679,Utopia,P.O.V.,,,,
8680,"Doucet, Michael",Parlez Nous A Boire,,,,
8681,Data,2-Time,,,,
8682,"Chameleons, The",The Chameleons,,,,
8684,"Eurythmics, The",Would I Lie To You?,,,,
8685,"Pierce, Jeffrey Lee",Wildweed,,,,
8686,"Truth, The",Playground (2 copies),,,,
8687,"Outnumbered, The",Why Are All The Good People Going,,,,
8688,Dead Line,Down By Law,,,,
8689,Cairo Nights,B-Side,,,,
8691,"Beach Boys, The",The Beach Boys,,,,
8692,"Cooter, Ry",Alamo  Bay (Sountrack),,,,
8693,"Ferry, Bryan",Boys & Girls,,,,
8694,"Buffett, Jimmy",Last Mango In Paris,,,,
8695,U2,Wide Awake In America,,,,
8696,Translator,Self-Titled,,,,
8697,"Hiatt, John",Riot With Hiatt,,,,
8698,"Dylan, Bob",Empire Burlesque,,,,
8699,Poison Girls,Songs Of Praise,,,,
8700,"Damned, The",Grimly Fiendish,,DONE RE-RECORDING.,,
8702,"Style Council, The",Internationalists,,,,
8703,"Fuzztones, The",Lysergic Emanations,,,,
8704,Various,S.C.R.E.A.M. Compilation,,,,
8705,Talking Heads,Little Creatures,,,,
8706,New Order,Lowlife,,,,
8707,Danny & Dusty,The Lost Weekend,,,,
8708,Prince And The Revolution,Around The World In A Day,,,,
8709,Windbreakres,Terminal,,,,
8710,"Byrne, David",Music For The Knee Plays,,DONE RE-RECORDING.,,
8712,R.E.M.,Reconstruction Of The Fables,,,,
8713,"Eurythmics, The",Be Yourself Tonight,,,,
8714,"Young, Paul",The Secret Of Association,,,,
8715,"Cucumbers, The",Who Betrays Me. And Other Happier,,,,
8716,Various,Breakfast Club (Soundtrack),,,,
8717,"Chameleons, The",What Does Anything Mean? Basically,,,,
8718,"Ivy Room, The",One Plus Two,,,,
8719,"Presley, Elvis",Always On My Mind,,"Also included: #8719A: ""War: Live!"" (11/4/14 - War: Live  should be a double)",,
8720,"Plant, Robert",Shaken 'n Stirred,,,,
8721,Justin Hines & the Dominoes,Travel With Love,,,,
8722,"Cannibals, The",Trash For Cash,,,,
8723,Various,Fast Folk Compilation,,,,
8724,Screaming Sirens!,Fiesta,,,,
8725,Lone Justice,Self-Titled,,,,
8726,Social Fact,Ipso-Facto,,,,
8728,Various,Rock And Roll; The Early Days,,,,
8729,"Terrible Parade, The",Self-Titled,,,,
8730,"Wild Seed, The",Life Is Grand (Life In Soul City),,,,
8731,"Boomtown Rats, The",In The Long Grass,,,,
8733,"Leroi Brothers, The",Lucky Lucky Me,,,,
8734,"Stanley Clark Band, The",Find Out!,,,,
8737,Sting,The Dream Of The Blue Turtles,,,,
8738,"Hagen, Nina",Ekstasy,,,,
8739,"Lofgren, Nils",Flip,,,,
8740,English Evenings,After Dark,,,,
8741,China Crisis,Flaunt The Imperfection,,,,
8743,Everything But The Girl,Love Not Money,,,,
8744,Dire Straits,Brothers In Arms,,Only 1 side recorded?,,
8745,Green On Red,Gas Food Lodging,,,,
8746,Coil,Panic/Tainted Love E.P.,,,,
8747,A-Ha,Hunting High And Low,,,,
8748,B-Movie,Forever Running,,,,
8749,Hard-Corps,Je Suis Passee,,,,
8750,"Leeds, Carl",Catharsis,,,,
8751,Front 242,No Comment,,,,
8752,Ideals,What It Is!!,,,,
8753,"Kershaw, Nik",The Riddle,,,,
8754,"Schilling, Peter",Things To Come,,,,
8755,Black Flag,Loose Nut,,,,
8756,T. Lavitz,Extended Play,,,,
8758,Raw Power,Screams From The Gutter,,,,
8759,Pearl Harbour,Flirt,,,,
8760,Offenders,Endless Struggle,,,,
8761,Kraut,Whetting The Scythe,,,,
8762,Bad Religion,Back To The Known,,Only side 1 recorded?,,
8764,Frightwig,Self-Titled,,,,
8765,Game Theory,Real Nighttime,,,,
8766,"Holdsworth, Allen",Metal Fatigue,,,,
8767,"Knitters, The",Poor Little Critter On The Road,,,,
8768,"Gaye, Marvin",Dream Of A Lifetime,,,,
8769,Longshoremen,Grr Huh Yeah,,,,
8770,Malopoets,Self-Titled,,,,
8771,"Thomas, David",More Places Forever,,,,
8772,Mofungo,Frederick Douglas,,,,
8773,"Piscopo, Joe",Honeymooners Rap,,,,
8774,"Marley, Rita",Good Girls Culture,,,,
8775,Ministry,The Nature Of Love,,,,
8776,Shriekback,Oil And Gold,,,,
8777,"Morrison, Van","Live At The Grand Opera House, Bel",,,,
8778,"Mowatt, Judy",Working Wonders,,,,
8779,Orchestral Manoeuvres In The Dark,Crush,,,,
8780,Willy And The Poor Boys,Willy And The Poor Boys,,,,
8781,"Rodgers, Nile",B-Movie Matinee,,,,
8782,Men At Work,Two Hearts,,,,
8783,Voodoo Idols,Temptation,,,,
8784,Nick Cave And The Bad Seeds,The First Born Is Dead,,,,
8785,Alien Sex Fiend,Acid Bath,,,,
8786,"Fogelberg, Dan",High Country Snows,,,,
8787,Kid Creole And The Coconuts,In Praise Of Older Women And Other,,Dropout on last track of side 2?,,
8791,Bad Religion,How Can Hell Be Any Worse?,,,,
8792,Government Issue,Government Issue,,,,
8793,JFA,Mad Garden Ep,,,,
8794,Crawl Away Machine,Minimal Production,,,,
8795,Godley & Creme,Cry,,"Had to guess which side was ""A"".",,
8796,"Davies, Ray",Return To Waterloo,,,,
8797,"Dorsey, Lee",Holy Cow! The Best Of Lee Dorsey,,Record and case missing (not recorded),,
8799,"Beck, Jeff",Flash,,Accidentally lifted needle before first side finished recording. Check waveform to see if re-record is necessary.,,
8800,X,Ain't Love Grand,,,,
8801,Dead Or Alive,Youthquake,,,,
8802,Raging Fire,Family Thing,,,,
8803,Belouis Some,Imagination,,,,
8804,Midnight Oil,Red Sails In The Sunset,,,,
8806,"Jankel, Chaz",Looking At You,,,,
8808,"Blue Nile, The",A Walk Across The Rooftops,,,,
8809,Various,Scream Down Under,,,,
8810,Mitch Woods And His Rocket 88S,Steady Date,,,,
8811,Toure Kunda,Natalia,,,,
8812,Shear. Jules,The Eternal Return,,,,
8813,"Manhattan Transfer, The",Bop Doo-Wopp,,,,
8814,Dalbello,Whomanfoursays,,,,
8815,"Bernhard, Sandra",I'm Your Woman,,,,
8816,Electric Peace,Rest In Peace,,Found within #15519,,
8817,Lifeboat,Lifeboat,,,,
8818,"Robillard, Duke And The Pleasure K",Too Hot To Handle,,,,
8819,Nip Drivers,O Blessed Freak Show,,,,
8820,"Mutts, The",The Mutts,,,,
8822,"Nitty Gritty Dirt Band, The","Partners, Brothers And Friends",,,,
8823,Agitpop,Beast Of The Sunfish,,,,
8825,"Rigby, Will",Sidekick Phenomenon,,,,
8826,Psicom,Psicom,,Unsure which is side 1. Had to guess.,,
8827,Legal Weapon,Interior Hearts,,,,
8828,Various,Return Of The Living Dead (Soundtrack),,,,
8829,Detox,Life On Cahuenga,,,,
8830,"Wipers, The",The Wipers,,,,
8831,"Meatmen, The",War Of The Superbikes,,,,
8832,Johnny J. and the Hitmen,Nuclear Hayride,,,,
8834,Tones On Tail,The Album Pop,,,,
8835,Zeitgeist,Translate Slowly,,,,
8836,"Rother, Michael",Sussherz Und Tiefenscharfe,,,,
8837,"Simon, Carly",Spoiled Girl,,,,
8838,"Bergeron, John",Where The Sailors Go,,,,
8839,"Fall, The",Couldn't Get Ahead/Rollin Danny,,,,
8840,Felt,The Splendour Of Fear,,,,
8841,"Colour Field, The",Virgins And Philistines,,,,
8842,"Zarkons, The",Riders In The Long Black Parade,,,,
8843,"Tail Gators, The",Swamp Rock,,,,
8845,"Gilbert, Ronnie",The Spirit Is Free,,,,
8846,"Buchanan, Roy",When A Guitar Plays The Blues,,,,
8847,Painters And Dockers,Love Planet,,,,
8848,"Living Daylights, The",Colleen,,,,
8849,"Siberry, Jane",No Borders Here,,,,
8850,"Sage, Greg",Straight Ahead,,,,
8860,Octoberfaction,Live,,,,
8861,UB40,Little Baggariddim,,Record and case missing (not recorded),,
8862,"Townshend, Simon",Movingtarget,,,,
8863,Plain Wrap!,Original Music For A Generic World,,,,
8864,"C.S. Angels, The",Seven Day Weekend,,,,
8865,Five Star,Luxury Of Life,,,,
8866,Eyes Of God,The Dance Singles,,,,
8868,Various,Weird Science (Soundtrack),,,,
8869,"Burnette, Billy",Try Me,,,,
8871,Otto's Chemical Lounge,Spillover,,,,
8872,ABC,Be Near Me,,Had to guess which side was side 1,,
8874,Winter Hours,Winter Hours,,,,
8875,"Messenger, Ian",Livin' In The Night,,,,
8876,"Producers, The",Run For Your Life,,,,
8877,Mason And Fenn,Profiles,,,,
8878,Corrosion Of Conformity,Animosity,,,,
8879,Channel Three,Last Time I Drank.,,,,
8880,Giant Sand,Valley Of Rain,,,,
8881,Smack,On You,,,,
8882,"Effigies, The",Fly On A Wire,,Hard intro to side 2?,,
8884,"Philips, Emo",E=Mo^2,,,,
8885,"Screaming Tribesmen, The",Move A Little Closer,,,,
8886,Beat Rodeo,Staying Out Late With Beat Rodeo,,,,
8887,Breaking Circus,The Very Long Fuse,,,,
8889,"Armoury Show, The",The Armoury Show,,Had to guess which side was side 1,,
8890,Sly And Robbie,Bass And Trouble,,,,
8891,Various,Power Jam '85,,,,
8892,Mojo Nixon And Skid Roper,Mojo Nixon And Skid Roper,,,,
8893,Godley & Creme,History Mix Volume 1,,,,
8894,"Franklin, Aretha",Aretha Sings The Blues,,,,
8895,"Dead Milkmen, The",Big Lizard In My Backyard,,,,
8896,"Celibate Rifles, The",Quintessentially Yours,,,,
8897,Various,Bands On The Block,,,,
8898,Antietam,Antietam,,,,
8899,Other Bright Colors,Stand To Reason,,,,
8901,"Cash, Rosanne",Rhythm And Romance,,,,
8902,"Outfield, The",Play Deep,,,,
8904,"Young, Neil",Old Ways,,,,
8905,"Waits, Tom",Anthology Of Tom Waits,,,,
8906,King Crimson,The Compact King Crimson,,,X,1/2
8907,86,Closely Guarded Secret,,,,
8909,"Southern Death Cult, The",Beggar's Banquet,,,,
8910,Pylon,Gyrate,,,,
8911,Grace Slick And The Great Society,Collector's Item From The San Fran,,,X,1/2
8912,"Jones, Marti",Match Game,,Hard intro to side 2,,
8913,Prince,Dirty Mind,,,,
8914,Dr. John,Gris Gris,,,,
8916,"Hyland, Brian",Greatest Hits,,,,
8917,"Screaming Blue Messiahs, The",The Peel Session,,,,
8918,Big Star,#1 Record,,,,
8919,John Fred And The Playboys,The Best Of John Fred And The Play,,,,
8920,"Doors, The",Live At The Hollywood Bowl,,,,
8921,"Doors, The",The Best Of The Doors,,,X,1/2
8922,"Manzanera, Phil",Guitarissimo,,Only 1 side recorded? (11/4 Confirmed),,
8924,"Jarre, Jean-Michel",In Concert Lyon/Houston,,,,
8925,"Williams, Jr., Hank",Habits Old And New,,,,
8926,"Mayall, John",Bottom Line,,,,
8927,"Bowie, David",Love You Till Tuesday,,,,
8928,"Left Bank, The",The History Of The Left Bank,,,,
8929,Ciccone Youth,Ciccone Youth,,,,
8930,Echo & The Bunnymen,Angels And Devils (Single),,,,
8931,"Baker Gurvits Army, The",The Baker Gurvits Army,,,,
8932,"Russell, Leon And Mary",Wedding Album,,,,
8933,Rare Earth,Get Ready,,,,
8934,Z.Z. Top,Fandango,,,,
8935,"Prine, John",John Prine,,,,
8936,"Cline, Patsy",Golden Greats,,,,
8937,Barnes And Barnes,Sicks,,,,
8938,Gene Loves Jezebel,The House Of Dolls,,,,
8939,S.P.K.,Auto-Da-Fé,,,,
8940,Various,The Survivors (Soundtrack),,,,
8941,"Silencers, The",Rock 'n' Roll Enforcers,,,,
8942,Southside Johnny and The Asbury Jukes,Havin' A Party With Southside John,,,,
8943,U2,Where The Streets Have No Name,,,,
8944,Split Enz,History Never Repeats (The Best Of,,,,
8945,Charged G.B.H.,"The Clay Years, 1981-84",,,,
8947,"Monkees, The",Head,,,,
8948,Sonny And Cher,At Their Best,,,X,"1/2, 1/2"
8949,Deep Purple,In Concert,,"On second side, lifted needle off of both LPs and started over near the beginning.",X,1/2
8950,"Hunter, Ian",Welcome To The Club,,,X,1/2
8951,"Fripp, Robert",Let The Power Fall (An Album Of Fr,,,,
8952,Deep Purple,Shades Of Deep Purple,,,,
8954,Martin Stephenson And The Dainties,Boat To Bolivia,,,,
8955,Jo Jo Zep & The Falcons,Screaming Targets,,,,
8956,Flipper,Album - Generic Flipper,,,,
8957,Lynyrd Skynyrd,Skynard's First And Last,,,,
8958,"Fripp, Robert",Live,,,,
8959,Various,Platoon (Soundtrack),,,,
8961,Little Richard,Lifetime Friend,,,,
8963,"Legendary Factory Records, The",The Legendary Factory Records,,,,
8964,Z.Z. Top,Tres Hombres,,,,
8965,"Jones, George",Heartaches And Hangovers,,,,
8966,"Pretenders, The",The Singles,,,,
8967,Various,The Blues Years,,,,
8968,"Stylistics, The",The Very Best Of,,,,
8969,Big Mama Thornton,Quit Snoopin' Round My Door,,,,
8970,Various,"Soul Shots, Volume 1",,,,
8972,Sunnyland Slim,Slim's Shout,,,,
8973,Little Walter,Little Walter,,,X,1/2
8974,Umbaqanga,Zulu Jive,,,,
8975,Ini Kamoze,Pirate,,,,
8977,"Pablo, Augustus",Rockers Comes East,,,,
8978,"Moses, Pablo",In The Future,,,,
8979,Yellowman,Don't Burn It Down,,,,
8980,Yellowman,Live At Ace's,,,,
8981,Sukay,Mama Luna,,,,
8982,Get Right With God,Hot Gospel,,,,
8983,"Toussaint, Allen",From A Whisper To A Scream,,,,
8985,"Drake, Nick",Bryter Layter,,,,
8986,Rush,2112,,,,
8990,Metal Church,Metal Church,,,,
8991,Ironhorse,Ironhorse,,,,
8992,Plasmatics,New Hope For The Wretched,,,,
8993,"Diversions, The",Here It Is,,,,
8995,"Chilton, Alex",Like Flies On Sherbert,,,,
8996,R.E.M.,Can't Get There From Here,,,,
8998,"Copeland, Stewart",The Rhythmatist,,,,
8999,"Chilton, Alex",Fudalist Tarts,,,,
9000,Various,U.K. Buzz #5,,,,
9001,Propaganda,A Secret Wish,,,,
9002,Blue In Heaven,All The Gods' Men,,,,
9003,ABC,How To Be A Zillionaire,,,,
9004,"Red Hot Chili Peppers, The",Freaky Styley,,,,
9005,Tom Troccoli's Dog,Tom Troccoli's Dog,,,,
9006,Overkill,Triumph Of The Will,,,,
9007,SWA,"Your Future, If You Have One",,,,
9008,Cabaret Voltaire,Drinking Gasoline,,,X,1/2
9009,"Certain Ratio, A",Wild Party,,,,
9011,"Charles, Ray",The Spirit Of Christmas,,One 1 side recorded? (11/5 Confirmed),,
9012,River Of People,A-Train,,,,
9013,"Danse Society, The",Say It Again,,,,
9014,Hall And Oats,Live At The Apollo,,,,
9015,"Boogie Boys, The",City Life,,Record and case missing (not recorded),,
9016,"Jarreau, Al",Live In London,,,,
9017,"Clemons, Clarence",Hero,,,,
9019,Wurm,Feast,,,,
9020,Joey Miserable And The Worms,Joey Miserable And The Worms,,,,
9021,"Big Sound Authority, The",A Bad Town,,,,
9022,"Carrasco, Joe ""King""",Viva San Antone,,,,
9023,Doctors' Mob,Headache Machine,,,,
9024,"Goodman, Jerry",On The Future Of Aviation,,Not sure which side is side 1. I guessed.,,
9025,"Ponder, Sanford",Etosha,,Not sure which side is side 1. I guessed.,,
9026,Piano One,Piano One,,Not sure which side is side 1. I guessed.,,
9027,Windjammer,Windjammer Iii,,,,
9028,"Jones, Marti",Unsophisticated Time,,,,
9029,"Broggs, Peter",Rise And Shine,,,,
9030,"Isaacs, Gregory",Private Beach Party,,,,
9036,"Armoury Show, The",Waiting For The Floods,,,,
9037,Melody Makers,Play The Game Right,,,,
9038,"Roches, The",Another World,,,,
9039,"Daltrey, Roger",Under A Raging Moon,,,,
9040,"Everly Brothers, The",Home Again,,,,
9041,Marillion,Misplaced Childhood,,,,
9042,"Harris, Tina",I Must Not Be Kinky,,One 1 side recorded?,,
9043,"Cliff, Jimmy",Cliffhanger,,,,
9044,"Kuti, Fela",Army Arrangement,,,,
9045,"Edwards, Dennis",Coolin' Out,,,,
9046,"Cure, The",Head On The Door,,,,
9047,"Untouchables, The",Wild Child,,,,
9048,"Glenn Phillips Band, The",Live From Atlanta,,,,
9051,"O'hearn, Patrick",Ancient Dreams,,Not sure which side is side 1. I guessed.,,
9052,Professor Longhair,Rock 'n' Roll Gumbo,,,,
9053,Psychotics,Mass Insanity Destroying The Civil,,,,
9054,Sly And Robbie,Language Barrier,,,,
9055,Squeeze,Cosi Fan Tutti Fruiti,,,,
9056,"Tremulis, Nicholas",Nicholas Tremulis,,,,
9057,Nick Lowe And His Cowboy Outfit,The Rose Of England,,,,
9058,"Crystal, Billy",Mahvelous!,,,,
9059,"Hendryx, Nona",The Heat,,,,
9060,D.St.,The Home Of Hip Hop,,Record and case missing (not recorded),,
9061,"Snow, Phoebe",Phoebe Snow,,,,
9062,Various,Back To School Sampler,,,,
9064,Nico And The Faction,Camera Obscura,,,,
9065,Prefab Sprout,Two Wheels Good,,,,
9066,New Model Army,No Rest For The Wicked,,,,
9067,"Tomita, Isao",Live At Linz 1984,,,,
9068,"Cohen, Leonard",Various Positions,,,,
9070,Dream So Real,Everywhere Girl,,,,
9071,"Nightmares, The",Baseball Altamont,,,,
9072,"Clintons, The",Girl Next Door,,,,
9073,Stevie Ray Vaughan & Double Trouble,Soul To Soul,,,,
9074,"Rundgren, Todd",A Cappella,,,,
9075,"Ant, Adam",Vive Le Rock,,,,
9076,Wire Train,Between Two Words,,,,
9077,Divinyls,Pleasure And Pain,,Don't know which side is really #1. I had to guess.,,
9078,"Dream Academy, The",The Deram Academy,,,,
9079,"Crenshaw, Marshall",Downtown,,,,
9080,Jonathan Richman & The Modern Lovers,Rockin' And Romance,,,,
9082,"Bush, Kate",Running Up Hill,,,,
9083,"Winter, Johnny",Serious Business,,,,
9084,Cheech & Chong,Get Out Of My Room,,,,
9085,"Glass, Philip",Mishima,,Record and case missing (not recorded),,
9087,Jimmy G. And The Tackheads,The Federation Of Tackheads,,,,
9088,None Of The Above,N.O.T.A,,,,
9089,"King, B.B.",Six Silver Strings,,,,
9090,Idle Eyes,Idle Eyes,,,,
9091,"Blanco, Matt",Whose Side Are You On,,,,
9092,"Del Fuegos, The",Don'T Run Wild,,,,
9093,Big Youth,A Luta Continua,,,,
9094,"Reed, Lou",September Song,,Record and case missing (not recorded),,
9095,"Arms Of Someone New, The",Susan Sleepwalking,,,,
9096,Del Amitri,Del Amitri,,,,
9097,Various,Flipside Vinyl Fanzine Vol. 2,,,,
9098,Gleaming Spires,Welcoming A New Ice Age,,,,
